88.2,23.10,247.36,19.0
88.3,24.98,166.35,19.1
88.4,26.86,119.20,19.2
88.5,28.75,181.40,19.3
88.6,30.63,243.61,19.4
88.7,32.52,305.81,19.5
88.8,34.40,311.38,19.6
88.9,35.96,266.05,19.7
89,33.55,220.72,19.8
89.1,31.14,175.39,19.9
89.2,28.73,246.90,19.9
89.3,26.32,344.54,20.0
89.4,23.91,382.13,20.1
89.5,26.36,351.99,20.2
89.6,32.71,321.85,20.3
89.7,31.60,291.71,20.4
89.8,30.30,261.58,20.5
89.9,29.01,231.44,20.6
90,27.71,201.30,20.7
90.1,26.42,171.16,20.7
90.2,25.12,223.29,20.7
90.3,23.83,282.12,20.7
90.4,22.53,340.95,20.7
90.5,21.83,387.13,20.7
90.6,22.48,387.13,20.7
90.7,23.14,387.13,20.7
90.8,36.66,387.13,20.7
90.9,23.14,387.13,20.7
